kind,row_id,matched_row_id,text_hash,label,matched_label
external_internal_same_label,bbc_news:000657,bbc_news:000291,66792630b94369f0deab4f4015a2bf429633533de4678a78ad0df11a57739a31,3,3
external_internal_same_label,bbc_news:001206,bbc_news:000349,e7e5ee3fe0a875ff2cbefffcc726220019fbeaa5ed31144cf7cd1f96510d519e,3,3
external_internal_same_label,bbc_news:001992,bbc_news:000371,40ce45060b2071985694deeeffd73bc5d30460268804a5cc6422357f3ac72858,3,3
external_internal_same_label,bbc_news:002213,bbc_news:000401,128677adde2ec34b982a357d8d92ca0b3586b1f5592200f1a5e2b30a19f3f35a,3,3
external_internal_same_label,bbc_news:001217,bbc_news:000426,6921da31d783a7b1252b8159acf6bcf61341e35c1776835cbbaf06d670ba0b68,1,1
external_internal_same_label,bbc_news:000778,bbc_news:000430,c6224d2e4f6f1c3a8867442849128c6f877f7828e1f9cc44a8617b40c9a2dd2c,2,2
external_internal_same_label,bbc_news:001599,bbc_news:000477,0ba8ec1c4447878fd647a3cfb258f7209aca57493be2890d54f799dd418d81ed,3,3
external_internal_same_label,bbc_news:001322,bbc_news:000480,a2ea3f642d854518b5a4737580ca7a96529d7bd324842b50fcf23783b6952d0f,1,1
external_internal_same_label,bbc_news:000820,bbc_news:000485,60e579a66dd89461e69222a2d7dbd198d37d8d82e417fbe9edef43cd1a27095b,1,1
external_internal_same_label,bbc_news:001463,bbc_news:000512,7767f85a2031ac0535ee0b9eddd461044ef730755693b6a6773be37252379781,3,3
external_internal_same_label,bbc_news:002161,bbc_news:000580,4a649c4063339e4dd80f5ebf9437add92698eeb8fe2fd790bb500174d8d2aaa7,3,3
external_internal_same_label,bbc_news:001936,bbc_news:000635,d89d5a378247722175536d304002d7829f5d9f4f00b68f68ad7302b0f53cc4be,3,3
external_internal_same_label,bbc_news:002217,bbc_news:000644,4030c36f4b167d6e9d0ec461b06629bdaea224c2ed7074a4ba3824e92bb30e13,3,3
external_internal_same_label,bbc_news:000837,bbc_news:000668,cfe7e94725ba22a72a4eafa8301d50ec7ce6a4cdc81c3c292890ac0280ad1f57,2,2
external_internal_same_label,bbc_news:000930,bbc_news:000718,dca2844fcfcbb05d09f61b5f8d6edda5b9302a0a41841ec8c367b032f2dd6937,3,3
external_internal_same_label,bbc_news:002192,bbc_news:000738,b616fb661c3543c2be1fc8700b6237a31b7c7aef5764fffbbf0e72ea9183c7b5,3,3
external_internal_same_label,bbc_news:001452,bbc_news:000740,e1d16e5805bd35457957d8045192c676a7f6893e11944ebb9d6bc04b1cd98680,3,3
external_internal_same_label,bbc_news:001460,bbc_news:000751,aa068c58ecd458327979c179ce64c3daad2df8b07d7aa8306784928c3dae07e4,3,3
external_internal_same_label,bbc_news:001055,bbc_news:000756,aa0e504399a31ee0707f1f6a2c8f4f1e4451ba79ce1cbe523bd389e04472b52a,3,3
external_internal_same_label,bbc_news:002041,bbc_news:000788,9f1dfd07ce87b66dbb6d31933bfefe3f71dc2940d28016705d76f8e373661108,3,3
external_internal_same_label,bbc_news:001880,bbc_news:000793,08d73d8c95ed44cbee997b7bd0ae84ef6cc9e2f61eaeed3ee00917f31f7b4b0e,3,3
external_internal_same_label,bbc_news:001419,bbc_news:000794,3f5ed68e207432575e000a95371a1710a6bde34228d7322c2de68886b63e8580,3,3
external_internal_same_label,bbc_news:002014,bbc_news:000795,a4fda89357656aed2c796ec33521ed156c0635ac6d1cb0bb5c9e8d00f5b3c6a6,1,1
external_internal_same_label,bbc_news:001318,bbc_news:000803,a3a16321b72b373c64edee2b6ddd008fcbb1ae5f3c482960a5797f9164441bb6,3,3
external_internal_same_label,bbc_news:002150,bbc_news:000838,6ded25ebd15c9eb55c723692e8ff09dd182a20e87357867df2d809bf1c36b845,1,1
external_internal_same_label,bbc_news:001021,bbc_news:000839,5e196391b8fec0d5921370eefb08206c4f0d779fc075369846dd0bac861d390f,3,3
external_internal_same_label,bbc_news:001049,bbc_news:000889,d5171877328268ab1a7c9b671ecaecd40e2458c85f764cfb9423bb5e2d7d5b2c,3,3
external_internal_same_label,bbc_news:001299,bbc_news:000896,1efd50acdf92ac660000791a57502e38f3540417e151b12efb886a6b25ef794a,2,2
external_internal_same_label,bbc_news:001732,bbc_news:000902,d6a9a85393d7d96b68b86d8ac68e4248682802a6c844d52c0ef46e42c17f91f0,3,3
external_internal_same_label,bbc_news:001774,bbc_news:000911,46a5f0b32fe005b490cc5b7946ac6e102f2e8a5450621b1ca2c24050620b4941,3,3
external_internal_same_label,bbc_news:001800,bbc_news:000926,63d06a11eb1a1e8b0d2707214edd0b2155ab2433721bc7f044c2a6b32879510c,3,3
external_internal_same_label,bbc_news:002215,bbc_news:000963,98bb9b64ddd6b6cbc3579bd6f8fc8fe5932187a725a344afd369f74c413c4ffd,3,3
external_internal_same_label,bbc_news:001586,bbc_news:001060,7b4722c09df1f182f75a6cdc35ef09e7a8d2b5f190340d952d22bc82539763e0,3,3
external_internal_same_label,bbc_news:001325,bbc_news:001097,e90dcf0d50fe2829647ebc24a1a579e95dd7f79f4f58962d8e903646588fc193,3,3
external_internal_same_label,bbc_news:002016,bbc_news:001110,bb1cdbca3a230a41e3916c560971a2bb1fa84933cc18df37c08d13494fae06c0,3,3
external_internal_same_label,bbc_news:001324,bbc_news:001145,fb67a0ef0c49c8d558dfa67db7d0021d29c53488233d51e941bf899a9af1f95b,1,1
external_internal_same_label,bbc_news:001614,bbc_news:001159,50007a86ea9bd8f24b378e8c4f26ac16ba7964b05783e7248cbf44bda3c9e807,3,3
external_internal_same_label,bbc_news:001554,bbc_news:001193,9b3caca3d05a52869f3889e5ac7d9598349b0d6e42a7e3fe117a5e68e37ab6be,3,3
external_internal_same_label,bbc_news:001467,bbc_news:001203,5386893e4969c1dc24566c1751cac860afc0deac8af670e647849f0cc52ff42d,3,3
external_internal_same_label,bbc_news:001600,bbc_news:001228,9b064608e26e3d35490df8dff9cbc3a49e559b80de70ad125852a9a124c2924d,3,3
external_internal_same_label,bbc_news:001381,bbc_news:001273,a68d46051118a9bd60e179b4dd6d1d31508f9c601514f613263162a1d7af0b7b,3,3
external_internal_same_label,bbc_news:001438,bbc_news:001297,f14aac48def7a5b7ac35659d0973163bc31d44cc737650d5dab6c705147d7217,3,3
external_internal_same_label,bbc_news:001894,bbc_news:001374,f0bbcb5d52324f29f7d337a8068ce47e04c60651b9dd935a61ccbda77fe8f283,3,3
external_internal_same_label,bbc_news:002120,bbc_news:001444,19bb94165ccd36d93f2dbdce6bd7eb8a7b5f3b7ce1aaf2004935a4ad9e03a8d5,1,1
external_internal_same_label,bbc_news:001980,bbc_news:001479,c1aabfd4727edb1e201e62bfc408953cb8c2bd2ddc59ec33b22ec262e8f9cead,3,3
external_internal_same_label,bbc_news:002055,bbc_news:001518,559d041ef4db601b94a98b706410ea0afa27df68dbcb36d2aa5136e37174ee54,2,2
external_internal_same_label,bbc_news:001864,bbc_news:001550,f8e7953879620421736870d99319847bf6dbc8efc90cda2b6d61a728cc0a1ca9,3,3
external_internal_same_label,bbc_news:001785,bbc_news:001564,4adfb87179637ffc6c40ed04d3f56919c72f83d99b2d98cc529b9e74a3438c04,3,3
external_internal_same_label,bbc_news:002017,bbc_news:001605,b73376b9d4c41690959dd7d1b4f3ec4e5881a2e828649c0c4a9c5f56343082f8,3,3
external_internal_same_label,bbc_news:001879,bbc_news:001653,8e31952d4b27ae724221e4ae729b456956f02ff1d0bfe40b2b3c96130dbc98a9,3,3
external_internal_same_label,bbc_news:002207,bbc_news:001700,30b72cf2a09ecf8436b556b0139a38a0b0cd55a2a3999cccf179ee0e2ff76cf4,3,3
external_internal_same_label,bbc_news:001967,bbc_news:001704,c43dd2d656bf41e05589a599046eddb1dd9932fa073bd5d8196878b4db3f1484,3,3
external_internal_same_label,bbc_news:002143,bbc_news:001859,c47ead10583b1cc8882cf008d48a8ec5194e3462c8bc2822441b27e027cc9640,3,3
external_internal_same_label,bbc_news:002079,bbc_news:002077,2a47203a4d392563954d1835ba8fb46d773c073fed9b96b53ba4c981c37cec15,1,1
external_internal_same_label,bbc_news:002133,bbc_news:002130,1b5385f9c8c621fd8fe6089b182bc9fd5bc366ecd16037a1285d85f4f4b10aa8,3,3
external_internal_same_label,huffpost:005226,huffpost:005225,66a9925a3854e19fb977da841b6f0ee130af972fd3cdfaac7ab8c0736cf2b07a,0,0
external_internal_same_label,huffpost:023545,huffpost:022830,fb661609ee2885a974154b7901ca82520a0a524bdaea81424005fbb4118596a2,0,0
