row_id,source_dataset,label,label_name,text_hash,reason,detail
bbc_news:001322,bbc_news,1,Sports,a2ea3f642d854518b5a4737580ca7a96529d7bd324842b50fcf23783b6952d0f,external_same_label_exact_duplicate,bbc_news:000480
bbc_news:000820,bbc_news,1,Sports,60e579a66dd89461e69222a2d7dbd198d37d8d82e417fbe9edef43cd1a27095b,external_same_label_exact_duplicate,bbc_news:000485
bbc_news:001463,bbc_news,3,Sci/Tech,7767f85a2031ac0535ee0b9eddd461044ef730755693b6a6773be37252379781,external_same_label_exact_duplicate,bbc_news:000512
bbc_news:002161,bbc_news,3,Sci/Tech,4a649c4063339e4dd80f5ebf9437add92698eeb8fe2fd790bb500174d8d2aaa7,external_same_label_exact_duplicate,bbc_news:000580
bbc_news:001936,bbc_news,3,Sci/Tech,d89d5a378247722175536d304002d7829f5d9f4f00b68f68ad7302b0f53cc4be,external_same_label_exact_duplicate,bbc_news:000635
bbc_news:002217,bbc_news,3,Sci/Tech,4030c36f4b167d6e9d0ec461b06629bdaea224c2ed7074a4ba3824e92bb30e13,external_same_label_exact_duplicate,bbc_news:000644
bbc_news:000837,bbc_news,2,Business,cfe7e94725ba22a72a4eafa8301d50ec7ce6a4cdc81c3c292890ac0280ad1f57,external_same_label_exact_duplicate,bbc_news:000668
bbc_news:000930,bbc_news,3,Sci/Tech,dca2844fcfcbb05d09f61b5f8d6edda5b9302a0a41841ec8c367b032f2dd6937,external_same_label_exact_duplicate,bbc_news:000718
bbc_news:002192,bbc_news,3,Sci/Tech,b616fb661c3543c2be1fc8700b6237a31b7c7aef5764fffbbf0e72ea9183c7b5,external_same_label_exact_duplicate,bbc_news:000738
bbc_news:001452,bbc_news,3,Sci/Tech,e1d16e5805bd35457957d8045192c676a7f6893e11944ebb9d6bc04b1cd98680,external_same_label_exact_duplicate,bbc_news:000740
bbc_news:001460,bbc_news,3,Sci/Tech,aa068c58ecd458327979c179ce64c3daad2df8b07d7aa8306784928c3dae07e4,external_same_label_exact_duplicate,bbc_news:000751
bbc_news:001055,bbc_news,3,Sci/Tech,aa0e504399a31ee0707f1f6a2c8f4f1e4451ba79ce1cbe523bd389e04472b52a,external_same_label_exact_duplicate,bbc_news:000756
bbc_news:002041,bbc_news,3,Sci/Tech,9f1dfd07ce87b66dbb6d31933bfefe3f71dc2940d28016705d76f8e373661108,external_same_label_exact_duplicate,bbc_news:000788
bbc_news:001880,bbc_news,3,Sci/Tech,08d73d8c95ed44cbee997b7bd0ae84ef6cc9e2f61eaeed3ee00917f31f7b4b0e,external_same_label_exact_duplicate,bbc_news:000793
bbc_news:001419,bbc_news,3,Sci/Tech,3f5ed68e207432575e000a95371a1710a6bde34228d7322c2de68886b63e8580,external_same_label_exact_duplicate,bbc_news:000794
bbc_news:002014,bbc_news,1,Sports,a4fda89357656aed2c796ec33521ed156c0635ac6d1cb0bb5c9e8d00f5b3c6a6,external_same_label_exact_duplicate,bbc_news:000795
bbc_news:001318,bbc_news,3,Sci/Tech,a3a16321b72b373c64edee2b6ddd008fcbb1ae5f3c482960a5797f9164441bb6,external_same_label_exact_duplicate,bbc_news:000803
bbc_news:002150,bbc_news,1,Sports,6ded25ebd15c9eb55c723692e8ff09dd182a20e87357867df2d809bf1c36b845,external_same_label_exact_duplicate,bbc_news:000838
bbc_news:001021,bbc_news,3,Sci/Tech,5e196391b8fec0d5921370eefb08206c4f0d779fc075369846dd0bac861d390f,external_same_label_exact_duplicate,bbc_news:000839
bbc_news:001049,bbc_news,3,Sci/Tech,d5171877328268ab1a7c9b671ecaecd40e2458c85f764cfb9423bb5e2d7d5b2c,external_same_label_exact_duplicate,bbc_news:000889
bbc_news:001299,bbc_news,2,Business,1efd50acdf92ac660000791a57502e38f3540417e151b12efb886a6b25ef794a,external_same_label_exact_duplicate,bbc_news:000896
bbc_news:001732,bbc_news,3,Sci/Tech,d6a9a85393d7d96b68b86d8ac68e4248682802a6c844d52c0ef46e42c17f91f0,external_same_label_exact_duplicate,bbc_news:000902
bbc_news:001774,bbc_news,3,Sci/Tech,46a5f0b32fe005b490cc5b7946ac6e102f2e8a5450621b1ca2c24050620b4941,external_same_label_exact_duplicate,bbc_news:000911
bbc_news:001800,bbc_news,3,Sci/Tech,63d06a11eb1a1e8b0d2707214edd0b2155ab2433721bc7f044c2a6b32879510c,external_same_label_exact_duplicate,bbc_news:000926
bbc_news:002215,bbc_news,3,Sci/Tech,98bb9b64ddd6b6cbc3579bd6f8fc8fe5932187a725a344afd369f74c413c4ffd,external_same_label_exact_duplicate,bbc_news:000963
bbc_news:001586,bbc_news,3,Sci/Tech,7b4722c09df1f182f75a6cdc35ef09e7a8d2b5f190340d952d22bc82539763e0,external_same_label_exact_duplicate,bbc_news:001060
bbc_news:001325,bbc_news,3,Sci/Tech,e90dcf0d50fe2829647ebc24a1a579e95dd7f79f4f58962d8e903646588fc193,external_same_label_exact_duplicate,bbc_news:001097
bbc_news:002016,bbc_news,3,Sci/Tech,bb1cdbca3a230a41e3916c560971a2bb1fa84933cc18df37c08d13494fae06c0,external_same_label_exact_duplicate,bbc_news:001110
bbc_news:001324,bbc_news,1,Sports,fb67a0ef0c49c8d558dfa67db7d0021d29c53488233d51e941bf899a9af1f95b,external_same_label_exact_duplicate,bbc_news:001145
bbc_news:001614,bbc_news,3,Sci/Tech,50007a86ea9bd8f24b378e8c4f26ac16ba7964b05783e7248cbf44bda3c9e807,external_same_label_exact_duplicate,bbc_news:001159
bbc_news:001554,bbc_news,3,Sci/Tech,9b3caca3d05a52869f3889e5ac7d9598349b0d6e42a7e3fe117a5e68e37ab6be,external_same_label_exact_duplicate,bbc_news:001193
bbc_news:001467,bbc_news,3,Sci/Tech,5386893e4969c1dc24566c1751cac860afc0deac8af670e647849f0cc52ff42d,external_same_label_exact_duplicate,bbc_news:001203
bbc_news:001600,bbc_news,3,Sci/Tech,9b064608e26e3d35490df8dff9cbc3a49e559b80de70ad125852a9a124c2924d,external_same_label_exact_duplicate,bbc_news:001228
bbc_news:001381,bbc_news,3,Sci/Tech,a68d46051118a9bd60e179b4dd6d1d31508f9c601514f613263162a1d7af0b7b,external_same_label_exact_duplicate,bbc_news:001273
bbc_news:001438,bbc_news,3,Sci/Tech,f14aac48def7a5b7ac35659d0973163bc31d44cc737650d5dab6c705147d7217,external_same_label_exact_duplicate,bbc_news:001297
bbc_news:001894,bbc_news,3,Sci/Tech,f0bbcb5d52324f29f7d337a8068ce47e04c60651b9dd935a61ccbda77fe8f283,external_same_label_exact_duplicate,bbc_news:001374
bbc_news:002120,bbc_news,1,Sports,19bb94165ccd36d93f2dbdce6bd7eb8a7b5f3b7ce1aaf2004935a4ad9e03a8d5,external_same_label_exact_duplicate,bbc_news:001444
bbc_news:001980,bbc_news,3,Sci/Tech,c1aabfd4727edb1e201e62bfc408953cb8c2bd2ddc59ec33b22ec262e8f9cead,external_same_label_exact_duplicate,bbc_news:001479
bbc_news:002055,bbc_news,2,Business,559d041ef4db601b94a98b706410ea0afa27df68dbcb36d2aa5136e37174ee54,external_same_label_exact_duplicate,bbc_news:001518
bbc_news:001864,bbc_news,3,Sci/Tech,f8e7953879620421736870d99319847bf6dbc8efc90cda2b6d61a728cc0a1ca9,external_same_label_exact_duplicate,bbc_news:001550
bbc_news:001785,bbc_news,3,Sci/Tech,4adfb87179637ffc6c40ed04d3f56919c72f83d99b2d98cc529b9e74a3438c04,external_same_label_exact_duplicate,bbc_news:001564
bbc_news:002017,bbc_news,3,Sci/Tech,b73376b9d4c41690959dd7d1b4f3ec4e5881a2e828649c0c4a9c5f56343082f8,external_same_label_exact_duplicate,bbc_news:001605
bbc_news:001879,bbc_news,3,Sci/Tech,8e31952d4b27ae724221e4ae729b456956f02ff1d0bfe40b2b3c96130dbc98a9,external_same_label_exact_duplicate,bbc_news:001653
bbc_news:002207,bbc_news,3,Sci/Tech,30b72cf2a09ecf8436b556b0139a38a0b0cd55a2a3999cccf179ee0e2ff76cf4,external_same_label_exact_duplicate,bbc_news:001700
bbc_news:001967,bbc_news,3,Sci/Tech,c43dd2d656bf41e05589a599046eddb1dd9932fa073bd5d8196878b4db3f1484,external_same_label_exact_duplicate,bbc_news:001704
bbc_news:002143,bbc_news,3,Sci/Tech,c47ead10583b1cc8882cf008d48a8ec5194e3462c8bc2822441b27e027cc9640,external_same_label_exact_duplicate,bbc_news:001859
bbc_news:002079,bbc_news,1,Sports,2a47203a4d392563954d1835ba8fb46d773c073fed9b96b53ba4c981c37cec15,external_same_label_exact_duplicate,bbc_news:002077
bbc_news:002133,bbc_news,3,Sci/Tech,1b5385f9c8c621fd8fe6089b182bc9fd5bc366ecd16037a1285d85f4f4b10aa8,external_same_label_exact_duplicate,bbc_news:002130
huffpost:005226,huffpost,0,World,66a9925a3854e19fb977da841b6f0ee130af972fd3cdfaac7ab8c0736cf2b07a,external_same_label_exact_duplicate,huffpost:005225
huffpost:023545,huffpost,0,World,fb661609ee2885a974154b7901ca82520a0a524bdaea81424005fbb4118596a2,external_same_label_exact_duplicate,huffpost:022830
bbc_news:000148,bbc_news,1,Sports,ebc6449d4c51c43a7fb54436c9a411f21aa0d876d218591c8cc1bc9cf4108e41,external_same_label_near_duplicate,bbc_news:000014
bbc_news:001511,bbc_news,1,Sports,c6602f4a1e95d5370d08932a10ca4c7a40d3439d1845edf08cbf0de1c45aa62b,external_same_label_near_duplicate,bbc_news:000041
bbc_news:000848,bbc_news,3,Sci/Tech,a7d356233ef4ac4ef054512a3d2f16c0914441045f85a62ae2e73b2ddac0c24f,external_same_label_near_duplicate,bbc_news:000151
bbc_news:000890,bbc_news,1,Sports,3a565bb5bc4538603ea2c89e40a76c2b790eb0dd56d3c09eedfe335176d9db6d,external_same_label_near_duplicate,bbc_news:000258
bbc_news:001343,bbc_news,1,Sports,285cdec41b49e60d9180b566e4e1f87af7c09fee2a061e3cf8018e309959ce1e,external_same_label_near_duplicate,bbc_news:000334
bbc_news:002076,bbc_news,3,Sci/Tech,2dc6c504cf7da9539540f3a3e1c3fdd2a79ff0ee46064fa7e1daf3f1b0378210,external_same_label_near_duplicate,bbc_news:000340
bbc_news:001749,bbc_news,1,Sports,c4427aff5da7ef49ad7434fb83bc0a568c7634f6b361e73fc04e622dc68ae7d8,external_same_label_near_duplicate,bbc_news:000345
bbc_news:000632,bbc_news,3,Sci/Tech,e0ce921291735f012d1ab1e38abc8a7dd892db0b2bafae9f3a23674611170db7,external_same_label_near_duplicate,bbc_news:000361
bbc_news:001362,bbc_news,3,Sci/Tech,be570e74a76e7700a340fb974830d6a37a3272dc70f3a7eff7fc5e50e63fbe94,external_same_label_near_duplicate,bbc_news:000366
bbc_news:001003,bbc_news,3,Sci/Tech,c5cef6e68727d33460ce4e249ace2f896ac95a377e34c86c3085e816c76bf590,external_same_label_near_duplicate,bbc_news:000416
bbc_news:001866,bbc_news,3,Sci/Tech,158075841e64e69ae557340fa95fb40100a272875598b16321f366366009c352,external_same_label_near_duplicate,bbc_news:000446
bbc_news:001274,bbc_news,2,Business,ef302c97218a6364884c3e55708056f826482b347eb3aa8c63f79211a1a11127,external_same_label_near_duplicate,bbc_news:000449
bbc_news:001681,bbc_news,1,Sports,58f275f63c7e254c5c2092bcc08b81b2263b1fcc531ba0d325f9ba12976a3567,external_same_label_near_duplicate,bbc_news:000459
bbc_news:000605,bbc_news,1,Sports,b3ca0007528aa56415924161d74f96aa95872211377029aae4dc05387e9d83d6,external_same_label_near_duplicate,bbc_news:000471
bbc_news:001332,bbc_news,3,Sci/Tech,cc751ba97acced6792ffafdde7162ae24564bdd12b9ea0fa72c6ab89366244d7,external_same_label_near_duplicate,bbc_news:000492
bbc_news:001734,bbc_news,3,Sci/Tech,9ff773017da91a1116d473cfc734ffcc725efa74aaa5fa44252492f3333e8403,external_same_label_near_duplicate,bbc_news:000524
bbc_news:000616,bbc_news,2,Business,e8fd2c5225d8b013fbb9efbd165b7fd8a3246cc2f346488dc96fbc60c303daa7,external_same_label_near_duplicate,bbc_news:000540
bbc_news:002170,bbc_news,3,Sci/Tech,1a883cdb75cef21d4810a0a99d9eda0143a6e4ded1d9263cb4a958184f55afb3,external_same_label_near_duplicate,bbc_news:000553
bbc_news:000610,bbc_news,3,Sci/Tech,87df9969c2964977536ac15040fb8926bbc9774a209ab13fd1672f9efcb490a2,external_same_label_near_duplicate,bbc_news:000589
bbc_news:002189,bbc_news,3,Sci/Tech,30deaf10d7dda167437b9f4d92d7df032dff38d82a25790ab31ac0f6c04bf5ed,external_same_label_near_duplicate,bbc_news:000649
bbc_news:002151,bbc_news,1,Sports,25732dc3ce4f694b357c79ebbe9f00d99a0eb4b027015fab6bc2d1c1144c7841,external_same_label_near_duplicate,bbc_news:000688
bbc_news:002160,bbc_news,3,Sci/Tech,8875841a271f2d5c71d7e729ea3bc935f1add744f61db2c860cf05c0d5bcd6c9,external_same_label_near_duplicate,bbc_news:000701
bbc_news:000875,bbc_news,3,Sci/Tech,05a1eba90eaba83645df2c28351fa311eaaff7d4c1f72a63d6c7c8211b4e8e3f,external_same_label_near_duplicate,bbc_news:000709
bbc_news:002167,bbc_news,3,Sci/Tech,03642d1b8adaee115414a9a6ad75ded378763563d894b9cc5197c90fa69ffc0d,external_same_label_near_duplicate,bbc_news:000721
bbc_news:002001,bbc_news,2,Business,9c8e3d4f58f4e1c81c8c4b68f137e3501e74b07d9ca9e2a21f684cc58879c32c,external_same_label_near_duplicate,bbc_news:000745
bbc_news:001260,bbc_news,3,Sci/Tech,996548dd67b284a156f9efc4642b22a1b6ad2c18085ffda1ae4752791adfe061,external_same_label_near_duplicate,bbc_news:000790
bbc_news:002010,bbc_news,3,Sci/Tech,7c4031b2c81fb1ed2446ccefacd7349c4b4dbfd64308c95a506c309b8ebf19dd,external_same_label_near_duplicate,bbc_news:000792
bbc_news:001611,bbc_news,1,Sports,43c65e8b43a3542caf2bf24aaf4ab8d2a3b56923d754ba984af8eb7010030813,external_same_label_near_duplicate,bbc_news:000805
bbc_news:001150,bbc_news,3,Sci/Tech,d288b5bcbf551c222cae826576a9f3bc226b84d506fcc437294aca327ed65de2,external_same_label_near_duplicate,bbc_news:000918
bbc_news:001520,bbc_news,1,Sports,968ede906492419579b281a5968fa9b67add6d699c58b9a336c0029aa65c97b5,external_same_label_near_duplicate,bbc_news:000938
bbc_news:001934,bbc_news,3,Sci/Tech,a7ab9c689505ae796bee8e7a04b8f043f33fa070991f8e26582e89c563df5198,external_same_label_near_duplicate,bbc_news:000992
bbc_news:002113,bbc_news,3,Sci/Tech,73619958a7eb536d93f2119be4852899d5ffa436fe9dc7b1467efaee6e246a2a,external_same_label_near_duplicate,bbc_news:001010
bbc_news:002053,bbc_news,3,Sci/Tech,a6259c361e9040ca72e6133564194d24516cb0c393aac82366f398d577f91bfc,external_same_label_near_duplicate,bbc_news:001044
bbc_news:002088,bbc_news,1,Sports,be3848e965afeee2cae47395c28686ff44b68cf72cfc8fc4a647e73c5b1ea07d,external_same_label_near_duplicate,bbc_news:001045
bbc_news:001861,bbc_news,1,Sports,00e835ded9399ae8d04ce7c70618be4e34ff4d7d13dc92458d4c91701b22e830,external_same_label_near_duplicate,bbc_news:001128
bbc_news:002187,bbc_news,1,Sports,1fefd766f310186aa830a58611d4353ef8c9453c2b57e8e30a4a468eb36e0bee,external_same_label_near_duplicate,bbc_news:001191
bbc_news:002085,bbc_news,3,Sci/Tech,bcc23651386acba499a14140acbf9cfa791d54ab91ec2d20b5824d7e6a4421f3,external_same_label_near_duplicate,bbc_news:001441
bbc_news:002103,bbc_news,3,Sci/Tech,645dd78a7cee303e2fdf05c41a358614ac311e68c24cd870d25dd246c75d910e,external_same_label_near_duplicate,bbc_news:001764
bbc_news:002174,bbc_news,3,Sci/Tech,334ee6b0e66a26c82c8a3dac914991371df8b1a927566d058314fd18fd092cd3,external_same_label_near_duplicate,bbc_news:001975
huffpost:012020,huffpost,0,World,54507d1bdf2ed921d547c3b4d7f9a22e19cb5c1c58abe698d54289c4235ebfcd,external_same_label_near_duplicate,huffpost:012019
