text_hash,row_id,label,label_name,all_conflicting_labels,title_clean,description_clean
89cc8454a6a3e060536a643608c2160d73d45281cad2fb5401eedf1e1ac453d1,train_003547,2,Business,"2,3",Demand Helps CACI Profit Increase 56,CACI International Inc. said increased demand for its homeland security and intelligence services helped boost fourth-quarter profit by 56 percent over the same period a year earlier.
89cc8454a6a3e060536a643608c2160d73d45281cad2fb5401eedf1e1ac453d1,train_004019,3,Sci/Tech,"2,3",Demand Helps CACI Profit Increase 56,CACI International Inc. said increased demand for its homeland security and intelligence services helped boost fourth-quarter profit by 56 percent over the same period a year earlier.
8aaf0194dde69e3ce5c643448ecb4d1256a411a3889f9ffd9a026b3a9b4d4ed3,train_006945,3,Sci/Tech,"2,3",Post-9/11 Mergers Brought Problems,Government service firms often leaped before they looked as they scrambled to buy their way into the booming intelligence and anti-terrorism field. -The Washington Post
8aaf0194dde69e3ce5c643448ecb4d1256a411a3889f9ffd9a026b3a9b4d4ed3,train_006965,2,Business,"2,3",Post-9/11 Mergers Brought Problems,Government service firms often leaped before they looked as they scrambled to buy their way into the booming intelligence and anti-terrorism field. -The Washington Post
8df8a380a5dfd018d4b4c325f292f31ae705b7fe36d6390bc266d1861466f482,train_030083,2,Business,"2,3",Texas Instruments Plans Buyback,"SAN FRANCISCO (Reuters) - Texas Instruments Inc., the largest maker of chips for cellular phones, on Thursday said it plans to buy back $1 billion in stock and boost its quarterly dividend by more than 17 percent, becoming the latest technology company to return extra cash to investors."
8df8a380a5dfd018d4b4c325f292f31ae705b7fe36d6390bc266d1861466f482,train_030742,3,Sci/Tech,"2,3",Texas Instruments Plans Buyback,"SAN FRANCISCO (Reuters) - Texas Instruments Inc., the largest maker of chips for cellular phones, on Thursday said it plans to buy back $1 billion in stock and boost its quarterly dividend by more than 17 percent, becoming the latest technology company to return extra cash to investors."
a5b797866c637d306abbc0cc71e8e443ac924992fb6bcfb0d9b95e396397b46c,train_012461,2,Business,"2,3",Microsoft Targets 2006 for Next Windows,"SEATTLE (Reuters) - The next version of the Windows operating system, Microsoft Corp.'s MSFT.O flagship product, will ship in 2006, the world's largest software maker said on Friday."
a5b797866c637d306abbc0cc71e8e443ac924992fb6bcfb0d9b95e396397b46c,train_012462,3,Sci/Tech,"2,3",Microsoft Targets 2006 for Next Windows,"SEATTLE (Reuters) - The next version of the Windows operating system, Microsoft Corp.'s MSFT.O flagship product, will ship in 2006, the world's largest software maker said on Friday."
b32a3a7a85b50e4c23beb79b555a7b97cc66953cae9cdacd02d3eeb799f41011,train_047584,3,Sci/Tech,"2,3",Virgin Making Mark Among Mobile Services,"NEW YORK (Reuters) - When Virgin Group VA.UL Chairman Richard Branson put his brand on a U.S. mobile telephone service two years ago, there appeared to be scant space for newcomers to the crowded market."
b32a3a7a85b50e4c23beb79b555a7b97cc66953cae9cdacd02d3eeb799f41011,train_047585,2,Business,"2,3",Virgin Making Mark Among Mobile Services,"NEW YORK (Reuters) - When Virgin Group VA.UL Chairman Richard Branson put his brand on a U.S. mobile telephone service two years ago, there appeared to be scant space for newcomers to the crowded market."
b37a90e53d5cdf60e47c5a2d76c0749a97991c86ceef48dac1421e3e15badbd3,train_099561,2,Business,"2,3",More Visas For Foreign Workers,"Congress is letting employers hire 20,000 more foreign high-tech workers under a special visa program after businesses reached the annual ceiling on the first day of the government's fiscal year."
b37a90e53d5cdf60e47c5a2d76c0749a97991c86ceef48dac1421e3e15badbd3,train_099976,3,Sci/Tech,"2,3",More Visas For Foreign Workers,"Congress is letting employers hire 20,000 more foreign high-tech workers under a special visa program after businesses reached the annual ceiling on the first day of the government's fiscal year."
b70b70f11b9892ea63af579e9a3c959f69340eba3d1ce46c761d05d16f887287,train_067231,2,Business,"2,3",AT T Posts $7.1 Billion Loss on Writedown,WASHINGTON (Reuters) - AT T Corp. on Thursday reported a $7.1 billion third-quarter loss due to an $11.4 billion writedown of its assets after its retreat from consumer services and other restructuring charges.
b70b70f11b9892ea63af579e9a3c959f69340eba3d1ce46c761d05d16f887287,train_067242,3,Sci/Tech,"2,3",AT T Posts $7.1 Billion Loss on Writedown,WASHINGTON (Reuters) - AT T Corp. on Thursday reported a $7.1 billion third-quarter loss due to an $11.4 billion writedown of its assets after its retreat from consumer services and other restructuring charges.
c3284f15567f7eab44e88e72f4ff8e7ccdf2b5a4df0d3141b6d0c55db5bded3e,train_021315,0,World,"0,2",Johnson Said to Be in Talks for Heart Device Maker,"Johnson Johnson is in advanced negotiations to acquire Guidant, one of the nation's largest makers of devices to treat heart illnesses, for more than $24 billion."
c3284f15567f7eab44e88e72f4ff8e7ccdf2b5a4df0d3141b6d0c55db5bded3e,train_022570,2,Business,"0,2",Johnson Said To Be in Talks for Heart Device Maker,"Johnson Johnson is in advanced negotiations to acquire Guidant, one of the nation's largest makers of devices to treat heart illnesses, for more than $24 billion."
c956f30225c5681644690a37bf7f35c6f5586ef822b7842eb2d03eed7cedd48e,train_060674,3,Sci/Tech,"2,3",PlanetOut Soars in Public Trading Debut,"PlanetOut Inc. showed a small gain in morning activity before shooting up more than 15 percent in recent trading, marking a successful initial public offering for the Web site operator while Thursday's second deal fell flat in its debut."
c956f30225c5681644690a37bf7f35c6f5586ef822b7842eb2d03eed7cedd48e,train_060748,2,Business,"2,3",PlanetOut Soars in Public Trading Debut,"PlanetOut Inc. showed a small gain in morning activity before shooting up more than 15 percent in recent trading, marking a successful initial public offering for the Web site operator while Thursday's second deal fell flat in its debut."
cbcf8c3765e814466b9da959d9c4a7a9e4d900e3ec0a01d9fca5844cca4fe006,train_053826,3,Sci/Tech,"2,3",Stern's Move Is a Signal Event,"Though Howard Stern's defection from broadcast to satellite radio is still 16 months off, the industry is already trying to figure out what will fill the crater in ad revenue and listenership that he is expected to leave behind."
cbcf8c3765e814466b9da959d9c4a7a9e4d900e3ec0a01d9fca5844cca4fe006,train_053859,2,Business,"2,3",Stern's Move Is a Signal Event,"Though Howard Stern's defection from broadcast to satellite radio is still 16 months off, the industry is already trying to figure out what will fill the crater in ad revenue and listenership that he is expected to leave behind."
ccf32d557239ec09bf3c61f0a45a8cceb2c79aa7f837430665c684d3f05dde8e,train_076100,3,Sci/Tech,"0,3",AMD Introduces Low-Cost Net Access Device in India (Reuters),"Reuters - U.S. chip maker Advanced Micro Devices Inc. has introduced a low-cost Internet access device that could cost just a few hundred dollars, aimed at first-time technology users in the developing world."
ccf32d557239ec09bf3c61f0a45a8cceb2c79aa7f837430665c684d3f05dde8e,train_076153,0,World,"0,3",AMD introduces low-cost Net access device in India (Reuters),"Reuters - U.S. chip maker Advanced Micro Devices Inc. has introduced a low-cost Internet access device that could cost just a few hundred dollars, aimed at first-time technology users in the developing world."
cf1a23cc5c5911f0778101e3ef6e0dc6bf93ee07530ca2200fc01a4c4c6d0fe0,train_030989,2,Business,"0,2",Iraq Airways heads past borders,Iraqi Airways is reportedly planning to restart international flights after a 14-year break on Saturday.
cf1a23cc5c5911f0778101e3ef6e0dc6bf93ee07530ca2200fc01a4c4c6d0fe0,train_031070,0,World,"0,2",Iraq Airways heads past borders,Iraqi Airways is reportedly planning to restart international flights after a 14-year break on Saturday.
d0275be5aef20db6eaadc7d11de7957d33687d4a1b07f0f6abed770d5a42717c,train_093624,2,Business,"2,3",SBC and Microsoft Plan IP TV Service,"NEW YORK (Reuters) - SBC Communications SBC.N on Wednesday said it reached a 10-year, $400 million deal with Microsoft Corp. MSFT.O to provide next-generation television services."
d0275be5aef20db6eaadc7d11de7957d33687d4a1b07f0f6abed770d5a42717c,train_093680,3,Sci/Tech,"2,3",SBC and Microsoft Plan IP TV Service,"NEW YORK (Reuters) - SBC Communications SBC.N on Wednesday said it reached a 10-year, $400 million deal with Microsoft Corp. MSFT.O to provide next-generation television services."
d10a4ebcf992a28099855d212a2bb22f0151bfa9098f640890d09a6bcf41012c,train_000674,2,Business,"2,3",Government Spending Up Sharply Locally,"Federal procurement spending in the Washington area rose last year at its highest rate since the 1980s, according to a study to be released today, creating tens of thousands of jobs and increasing economic growth disproportionately in Northern Virginia."
d10a4ebcf992a28099855d212a2bb22f0151bfa9098f640890d09a6bcf41012c,train_000790,3,Sci/Tech,"2,3",Government Spending Up Sharply Locally,"Federal procurement spending in the Washington area rose last year at its highest rate since the 1980s, according to a study to be released today, creating tens of thousands of jobs and increasing economic growth disproportionately in Northern Virginia."
d16a4a9e7db897527586355d7cf8b54d8740ba3262a4ba027635d59da128a0d7,train_118682,2,Business,"2,3",Merger Activity Hits Record High,Johnson Johnson's $25.4 billion takeover of Guidant Corp. and the $35 billion union of Sprint Corp. and Nextel Communications Inc. are leading the busiest quarter for mergers in more than four years. -The Washington Post
d16a4a9e7db897527586355d7cf8b54d8740ba3262a4ba027635d59da128a0d7,train_118749,3,Sci/Tech,"2,3",Merger Activity Hits Record High,Johnson Johnson's $25.4 billion takeover of Guidant Corp. and the $35 billion union of Sprint Corp. and Nextel Communications Inc. are leading the busiest quarter for mergers in more than four years. -The Washington Post
d35b97cfb04218653579b3552c3b1b18940e0ec6669d66a68ceb95b8a499ff7c,train_085227,2,Business,"0,2",Justice Dept. And S.E.C. Investigating Merck Drug,"Federal prosecutors and the S.E.C. are investigating Merck in connection with its recalled pain reliever, Vioxx."
d35b97cfb04218653579b3552c3b1b18940e0ec6669d66a68ceb95b8a499ff7c,train_085305,0,World,"0,2",Justice Dept. and S.E.C. Investigating Merck Drug,"Federal prosecutors and the S.E.C. are investigating Merck in connection with its recalled pain reliever, Vioxx."
e61a0525f0e26ecdcf50dc0b7039efb59b275f91c874f446529977d0b928b8a4,train_004612,2,Business,"2,3",Update 4: Two Firms Cleared of Swapping Violations,"In a judicial blow to the entertainment industry, a federal appeals court ruled that makers of two leading file-sharing programs are not legally liable for the songs, movies and other copyright works their users swap online."
e61a0525f0e26ecdcf50dc0b7039efb59b275f91c874f446529977d0b928b8a4,train_005971,3,Sci/Tech,"2,3",Update 4: Two Firms Cleared of Swapping Violations,"In a judicial blow to the entertainment industry, a federal appeals court ruled that makers of two leading file-sharing programs are not legally liable for the songs, movies and other copyright works their users swap online."
e71dec5440e4c69edb5f8ded3cba2a7afcae4ee9943f43acd49f7e05cab92403,train_005094,2,Business,"2,3",Movie Studios Lose In Case Against File-Sharing Apps,The decision is likely to force the industry to take the more costly and less-popular route of going directly after file-swappers.
e71dec5440e4c69edb5f8ded3cba2a7afcae4ee9943f43acd49f7e05cab92403,train_005642,3,Sci/Tech,"2,3",Movie Studios Lose In Case Against File-Sharing Apps,The decision is likely to force the industry to take the more costly and less-popular route of going directly after file-swappers.
eabc4fe66c1f93894dc96193a0d7c805294b317dc033def9638f28573ff0b7e0,train_016068,2,Business,"2,3",Enron Broadband Chief Makes Deal,"The chief operating officer of Enron Corp.'s failed Internet unit pleaded guilty yesterday to a single criminal conspiracy charge and agreed to cooperate with the government, as prosecutors continued to build their case against the Houston energy company's top leaders."
eabc4fe66c1f93894dc96193a0d7c805294b317dc033def9638f28573ff0b7e0,train_016109,3,Sci/Tech,"2,3",Enron Broadband Chief Makes Deal,"The chief operating officer of Enron Corp.'s failed Internet unit pleaded guilty yesterday to a single criminal conspiracy charge and agreed to cooperate with the government, as prosecutors continued to build their case against the Houston energy company's top leaders."
f1117265bd1997f6ab18dec045daa0189a25b1b079a02b8b2cb657b85728570c,train_035059,2,Business,"2,3",Jabil Posts Profit on Stronger Demand,"SAN FRANCISCO (Reuters) - Contract electronics manufacturer Jabil Circuit Inc. JBL.N on Tuesday posted a quarterly profit that more than doubled on stronger demand for computers, cellphones and other electronic products."
f1117265bd1997f6ab18dec045daa0189a25b1b079a02b8b2cb657b85728570c,train_035688,3,Sci/Tech,"2,3",Jabil Posts Profit on Stronger Demand,"SAN FRANCISCO (Reuters) - Contract electronics manufacturer Jabil Circuit Inc. JBL.N on Tuesday posted a quarterly profit that more than doubled on stronger demand for computers, cellphones and other electronic products."
f30af0f6383f77905784ceeec01aad8002d2dae6ede3e3062d768bf13e89a6ea,train_018334,3,Sci/Tech,"2,3",Popular spam fighter's effectiveness questioned,"A technological weapon against unwanted ''spam quot; e-mails that has been embraced by leading Internet companies doesn't work as well as its developers had hoped, according to a new study."
f30af0f6383f77905784ceeec01aad8002d2dae6ede3e3062d768bf13e89a6ea,train_018392,2,Business,"2,3",Popular spam fighter's effectiveness questioned,"A technological weapon against unwanted ''spam quot; e-mails that has been embraced by leading Internet companies doesn't work as well as its developers had hoped, according to a new study."
f96f33c8931957a7f601c10e2b20a68d53b32f393c4a50c21a07854a4832a944,train_115986,2,Business,"2,3",RIM Patent Suit Partly Upheld,"TORONTO/WASHINGTON (Reuters) - A U.S. appeals court upheld a patent infringement finding against BlackBerry e-mail device maker Research In Motion Ltd. RIM.TO on Tuesday, but said part of the earlier court ruling was flawed and sent the case back to a lower court."
f96f33c8931957a7f601c10e2b20a68d53b32f393c4a50c21a07854a4832a944,train_116225,3,Sci/Tech,"2,3",RIM Patent Suit Partly Upheld,"TORONTO/WASHINGTON (Reuters) - A U.S. appeals court upheld a patent infringement finding against BlackBerry e-mail device maker Research In Motion Ltd. RIM.TO on Tuesday, but said part of the earlier court ruling was flawed and sent the case back to a lower court."
f991c182078f4c89eced3a47c618f1312d72e5f4cc5c5e897f20d871956af20c,train_011443,3,Sci/Tech,"2,3",Comcast Subpoenas Elected Leaders In Montgomery Who Favored Union,Two Montgomery County Council members who supported a campaign by employees of Comcast Cable Communications to form a union have been subpoenaed by company attorneys in a federal labor relations case involving a Rockville man who says he was illegally fired by the firm.
f991c182078f4c89eced3a47c618f1312d72e5f4cc5c5e897f20d871956af20c,train_011464,2,Business,"2,3",Comcast Subpoenas Elected Leaders In Montgomery Who Favored Union,Two Montgomery County Council members who supported a campaign by employees of Comcast Cable Communications to form a union have been subpoenaed by company attorneys in a federal labor relations case involving a Rockville man who says he was illegally fired by the firm.
