row_id,text_hash,original_label,reason,representative_row_id
train_118641,1870429e0138732299d3b91dbc9d93a0e468936fa81ae61955ff6f4325a873f9,3,same_label_duplicate,train_118633
train_087898,19ab0e8a41d9348a523bc658dad00df8e87b628d31dccaae08e56e7506a74b9e,2,same_label_duplicate,train_087838
train_104811,1c9d2f63085fe4652fe7396cdf2dbcc405a3980552ee599b4132883bf3260d5a,1,same_label_duplicate,train_104793
train_023728,1e0da4cc0653b628fa9e98a57c720afcc10c299fc2244aa6354b1ed12198462a,3,same_label_duplicate,train_023572
train_002071,220705c94753afc8c1fb2f969201113df3c1e5cd2a8dcdbf2934a64dc844bc4a,3,same_label_duplicate,train_002064
train_005423,235d4403660fc04d0acaca4dd3f037d2d8fc22dbb52fd390da82ca3595048c88,3,same_label_duplicate,train_005322
train_062902,23b74b0489e794185a56e728a8f725c31f4c00500469ca7bac2b12e3834eb260,1,same_label_duplicate,train_062805
train_004437,2404366d04e7cf13d621163a40eec796c19b33bbbd2046a83f58e36be72ca665,2,conflicting_label_duplicate,
train_006399,2404366d04e7cf13d621163a40eec796c19b33bbbd2046a83f58e36be72ca665,3,conflicting_label_duplicate,
train_054351,251422386ceab64ce9021d0869b21b9a9deb38312b46171e2a41bd958245bcb1,3,same_label_duplicate,train_054284
train_013333,251bb2681ddcac63e36ff65cbfdef62e1ff7d38691f03a05804220b2467323a6,2,same_label_duplicate,train_011717
train_044947,2670a2979b6ef8afdfffedb68d395dfa948e5534a9a5697ee4d3a3053a911974,2,same_label_duplicate,train_044841
train_045744,2900112f0ee4198045c1e90f47bb723d88a5730b5f85c31b601d21b0c3792689,3,same_label_duplicate,train_045692
train_001751,295fe39c777ff67e0381e5c4d498d12df3b1062a402aefa30c97859744ca0e17,3,same_label_duplicate,train_001745
train_069381,2a6e223b5b051be2824e5da1d7941e480c366c17ccec4d18cccd0e61bdfb6b91,3,same_label_duplicate,train_058807
train_007824,2ded064dfc7d1aa281593fec6f09f398f665a8053a5a8609200006c8f74c9b4f,3,same_label_duplicate,train_005027
train_006518,2ebc9b5b97f4db2d67abc12be4da8db16a928aa9ebeadabe32cd3945e4df7541,3,same_label_duplicate,train_004853
train_079605,2ee1c4f9f127d94f3386316310eef35ce6d2b5d377daa4435a11fb97b24c6f32,3,same_label_duplicate,train_079471
train_035164,2f157f275f3dd6e97216feaeee9445c0b6bf5d422f515563b2442a9e38605568,3,same_label_duplicate,train_034919
train_072109,2fe62baa75b77e21c63b813994bbd3ea9a03c23262ca8940d932941d4a62b045,3,same_label_duplicate,train_072062
train_004405,303c3399e9838078914f021cc9c78e6208e2754383e1b001d0d4261e3219db81,1,same_label_duplicate,train_004390
train_075196,305a27a2e3f3c8200998864c8fbf35ce21760e339ec1cc01b359193530466a8f,3,same_label_duplicate,train_074965
train_004216,317335ca400e430ac6c2bf0f8d5038d56bbf72c6ddc93cb0d321e844567b490c,3,same_label_duplicate,train_003808
train_057728,319de3d8caa5c0a7d85ed11c48904d05d7dce1ecdeb08d3f0c67861c4403c8dd,2,conflicting_label_duplicate,
train_057970,319de3d8caa5c0a7d85ed11c48904d05d7dce1ecdeb08d3f0c67861c4403c8dd,0,conflicting_label_duplicate,
train_074325,32494d7091f3822a7a9c95d1261f0ea3df483b3253ae1d2d8ce34dcace985298,1,same_label_duplicate,train_074272
train_114277,32586f2bcfb65d4ba49ec2c0a41bdc5612d55be48518195c8bab428502849264,1,same_label_duplicate,train_114063
train_005102,32fe3e1a0461d66a93d3a44f91b3ed829d09eaaee3498d9b5e13a0e6d88e4d7e,1,same_label_duplicate,train_005066
train_005802,34a78285c669184bb8c9fb7db3d14190256ec13e86bfb398cb759e5302955c63,3,same_label_duplicate,train_004532
train_069883,34d80d254e17b9d53eb68297cafd8b03e03a4dd8049baef81a0543403368e73a,3,same_label_duplicate,train_061491
train_004913,35109758088f129290c37fd8f24acc31bc5f0da63da6aeab6b695d36b52a6155,3,same_label_duplicate,train_004878
train_005698,38410a1dba522ea9d3ba995772e6a897d25a3e520b5041a7c52f252718a476fe,3,same_label_duplicate,train_004300
train_038058,38ea7503b3367690ddaef449285c5954b050e7de0494d886c27dc0b57866c947,2,same_label_duplicate,train_037992
train_063736,3bfcda6091f3c0ac883e435da4959b9384bde69f884a64df7e60695d3f955f0e,2,same_label_duplicate,train_063611
train_016291,3c3068f44cd41b5cf2d3317d40f5669cacf773f68a2d4a0ad4f73d33290fc11d,3,same_label_duplicate,train_015799
train_005108,3c3d51141c555fe2539fc24d6bbcc44f59cba2847db963cda74fad83b64f286b,0,same_label_duplicate,train_005067
train_002730,3c8783d48fc378214a8cbec57f157883e252cbfb7d220daa3824100ff62423b0,3,same_label_duplicate,train_001235
train_089615,3e1947be690db82638ac258d1b063c8be1805eab76401265e34d28f09d7404cf,2,same_label_duplicate,train_089590
train_076998,400286b4ac1bb2813d231da33657129a32e5348a1279254b47ce065d3799d59f,1,same_label_duplicate,train_076739
train_085424,409d29ab600fcf352a693aafe864f6919922202a286584a8ad2e2754c195e25b,2,same_label_duplicate,train_085378
train_112701,41562a5dd6f2a11736b158d9121068ba5d859f0f3434db83b3d9dc7e351976ed,2,conflicting_label_duplicate,
train_112770,41562a5dd6f2a11736b158d9121068ba5d859f0f3434db83b3d9dc7e351976ed,3,conflicting_label_duplicate,
train_003386,41d11e05b5f65f56064392fd72a70409bb1cce03793ff27a03c243eda3302f75,3,same_label_duplicate,train_002535
train_043231,41ffe6049a19fdae55b50487610550c0fbd32ff7c32b117fd9baf4d3fbdb73a1,0,same_label_duplicate,train_042966
train_106284,442c1834dc781549c2d863e43bf9d1174ed1dbae410dec77a25d6f4f3af1f3d6,3,same_label_duplicate,train_106280
train_005056,44347db0a4fe488c7c3ff5c0224c06b678a05ef9208d099d718a074f1a83b699,0,same_label_duplicate,train_005018
train_019320,44548bd89999f620c336c662b17114c99d079286993286946fbd3c7e094054f3,1,same_label_duplicate,train_019279
train_004671,4506492a22fd6a0ac5766fdfd5504fe092ace142181ce7a8026972eeecb94d22,2,conflicting_label_duplicate,
train_005653,4506492a22fd6a0ac5766fdfd5504fe092ace142181ce7a8026972eeecb94d22,3,conflicting_label_duplicate,
train_028400,46c6ac4efd2b0e85102b6111abe9ad784a06c2846df76869c2deb7f7a6943763,2,conflicting_label_duplicate,
train_028484,46c6ac4efd2b0e85102b6111abe9ad784a06c2846df76869c2deb7f7a6943763,3,conflicting_label_duplicate,
train_114940,483acdb7c061c3f2c3f6ad3e43ee9a33ba5c2ca46ada7ec158bb9da4ce9d92c7,3,same_label_duplicate,train_074862
train_004550,4b39bdd09468858a769b3528017dc5d77ae41ce05e371c8597a5b5512207caab,2,same_label_duplicate,train_004544
train_037505,4b57e5ee11cb57a19c97d47ad2737bf0f8f1d86696adf9ceba7e6f3ee1640ee8,3,same_label_duplicate,train_037389
train_000537,4c2ded9041313b066e9c68c8ff9ce26ec0d696341c51070d1dbbd09339c94189,0,same_label_duplicate,train_000533
train_082405,4e3e64e09d89229435a56a4a7ea5781e4c5ada57e49d02380484f948804999c1,3,same_label_duplicate,train_082145
train_075044,4ee05f6f8f01d90d5c188447c86e9a49210a2ecb7c1e2470c860a581e27e5be9,2,conflicting_label_duplicate,
train_075690,4ee05f6f8f01d90d5c188447c86e9a49210a2ecb7c1e2470c860a581e27e5be9,3,conflicting_label_duplicate,
train_078318,4ee05f6f8f01d90d5c188447c86e9a49210a2ecb7c1e2470c860a581e27e5be9,3,conflicting_label_duplicate,
train_020802,4f51b9a244a7c6d48a69706cc4aa84413b19767b9df70902fcccbe503ee10a00,2,conflicting_label_duplicate,
train_020859,4f51b9a244a7c6d48a69706cc4aa84413b19767b9df70902fcccbe503ee10a00,3,conflicting_label_duplicate,
train_107947,4f6a18f43adbb49c91b967b2b1ffacc006b8c18f92f4e3add7ed8713699e7976,2,same_label_duplicate,train_107904
train_011892,4f92767cae25dc0dcc849e39bbf35492de603a5b3190c607636f511e35331657,3,same_label_duplicate,train_011861
train_066910,5166430fef8fa4d83c79e35a17b75900dbc5bf62e6df4b7baab8f31f89b20a16,2,conflicting_label_duplicate,
train_067213,5166430fef8fa4d83c79e35a17b75900dbc5bf62e6df4b7baab8f31f89b20a16,3,conflicting_label_duplicate,
train_028090,532daa405566c62071e52d5af9b3d82b1468fa0a40600d591bf4d0fde590bb4f,1,same_label_duplicate,train_028083
train_091122,53834938f3e95ac545b5fb872367f6a60b6f67a95788196500df728649f053d5,1,same_label_duplicate,train_090654
train_005646,53b9ccf0fde0a5477b75a19ea606cee14a451abf41661d5356bd0f921858d232,3,same_label_duplicate,train_003455
train_011041,53dae062035a6f50a489dd3567e62d0c7900df14f4a50cb92bbc61950962e189,2,same_label_duplicate,train_010833
train_035451,54a5b93c82f086ca8d81f957a5859fd182ccc679aa330294beb2721fbc8222f4,2,same_label_duplicate,train_035433
train_013107,55bd714d4292ff122bb769d42c790d39542d80b69122bdd4f07c5c176ec40c31,1,same_label_duplicate,train_012986
train_006404,5784797c252419c61dc2cdead7e53e29a47ac54d5f7a8400027c36475956a83d,0,same_label_duplicate,train_004987
train_045885,57c22da1794d5536bde9124c72e806b33936caf68c1a43914c647702ed40a899,2,conflicting_label_duplicate,
train_046381,57c22da1794d5536bde9124c72e806b33936caf68c1a43914c647702ed40a899,3,conflicting_label_duplicate,
train_044742,58a963e3e7aff41f07fcec19fc96cb461ef6b8e30277d6fea021b939de487151,2,same_label_duplicate,train_044732
train_006109,59374b9c873209307c5c8cc60d4818f510516b8e442af50d647e50c3f2f4ce8a,3,same_label_duplicate,train_005028
train_072023,59c7c0c96a7976cb9b455c6360d850443fa39a31265d0e63bb18829fcf30dec1,2,conflicting_label_duplicate,
train_072874,59c7c0c96a7976cb9b455c6360d850443fa39a31265d0e63bb18829fcf30dec1,3,conflicting_label_duplicate,
train_108957,5a52b6f49a24dd2698776634d7edf3d222a3b36510e33ffb4c69820018c810ea,3,same_label_duplicate,train_107264
train_107599,5c7330db66cbfbee50f8b24a2c3dc568404ccc8656656535c3a7f0a91aed5d87,3,same_label_duplicate,train_107523
train_081757,5c861bab0bdc5937b81aa74ca1ea07c430ffcb0fe780d1a475b3fdc50d7e815a,3,same_label_duplicate,train_081334
train_093255,5e6628e63d7f9b5d1035ed73cda64a70e3cd00df2b970563a646479c0c6406f1,2,same_label_duplicate,train_093191
train_005160,5e791eaca5334c27b236eabab1871e5318c087630bc0dc5763299f7aa02e2460,2,same_label_duplicate,train_005134
train_015165,5ee135eca49c0b478ed9be1b8511fb53181733e6502bc2a1bbf879d60edd9b16,3,same_label_duplicate,train_015007
train_087769,5f2ddaa9c819ced13eaaea36e6182bb85bfc185ac3d5857ca54d6cfc31fb54fd,0,same_label_duplicate,train_086837
train_064394,607d7c50fa338ec9b371c3022bf6e1549e56cf2d6d2775ea7d853d7828507130,2,same_label_duplicate,train_064352
train_031357,6103a693e39044e3063502e4e00985ca30d7374c5a4550e327e0b1ed5bdbe24d,1,same_label_duplicate,train_031343
train_006770,62088c42cdef3d4a9f6c5e1ba5d5b3dc0e35dcb0f8f6c23c335e4d1999df7ecc,3,same_label_duplicate,train_005009
train_093852,63221154553fb08ef149dd4684f6a163997c550842e388f0dd3d0d92016b646a,2,conflicting_label_duplicate,
train_093877,63221154553fb08ef149dd4684f6a163997c550842e388f0dd3d0d92016b646a,3,conflicting_label_duplicate,
train_094517,64d68f56e9a83b990d5e15b1c311092836bd2934fca0ec276c6f88a5177997ab,2,same_label_duplicate,train_094478
train_104770,665e27b5a795d444bf860638ea2602747b3b43eb54700f5a723c6f7144a343d3,2,same_label_duplicate,train_104214
train_113513,66f9089af25c4d523d4fcf639d28182f121210ca1f15c7cdc82f62cc3a7ac86b,0,same_label_duplicate,train_113511
train_045578,677ffc5b0366c0b8f4f1789cbd52df2f15c79dc31b623c383baf5a76729890b7,2,conflicting_label_duplicate,
train_045707,677ffc5b0366c0b8f4f1789cbd52df2f15c79dc31b623c383baf5a76729890b7,3,conflicting_label_duplicate,
train_073021,67fd06378d5fcb46dfc499889325729882eac8bab98a34226726bee381fcd2cc,1,same_label_duplicate,train_072204
train_002809,6a7bb723eb1a165fc9da8d184f93f7936bdc3c4c3aaa7ff7dba4be0211271a51,2,conflicting_label_duplicate,
train_109569,6a7bb723eb1a165fc9da8d184f93f7936bdc3c4c3aaa7ff7dba4be0211271a51,0,conflicting_label_duplicate,
train_044537,6cf85e2255e635f61d1f3178ae9dc7f1b9780dee7fe38a33204ce24855dc923a,0,same_label_duplicate,train_044523
train_109017,6d22dc498470bd438cf7c7c74762c422445895bfb3d39d83cfd8da9fd1f7e123,2,same_label_duplicate,train_108780
train_023300,6e6111299edf0101a12279ef51b51251ecc00ee5117548bac53703b76f17ec9e,0,same_label_duplicate,train_023170
train_006239,6e6303615a7db2db05f5ae545c7444318c4e35340b73d202af041ac145519f0f,3,same_label_duplicate,train_004210
train_056235,6eecdabb137a06cf7857d90deb6e8149ac61163e4179759ccb4904af78b7d805,0,conflicting_label_duplicate,
train_056405,6eecdabb137a06cf7857d90deb6e8149ac61163e4179759ccb4904af78b7d805,2,conflicting_label_duplicate,
train_026454,6fac2e75f3cbb4faa7567cd3283ce28417ffbc14efe1d39f7de1a28e0460d3f5,3,same_label_duplicate,train_025201
train_050729,6ffc3824734bf9c370884ee58b3aecb0e87c0509719f87cee6a69d90198514d3,1,same_label_duplicate,train_050638
train_112283,70f3e92115b2b767df53e4bac8f4067e51f3ec1acdbf5f3629acf3c899c15779,3,same_label_duplicate,train_112162
train_083433,7158028345abad11d4e3294546b1c74e70e8f3b411b88b20756d615aa1d48632,1,same_label_duplicate,train_083426
train_118679,727763daf3a6221515e2b782795b1fbc4277026df2edc81277feacb409ab1bbd,2,same_label_duplicate,train_118655
train_102090,729620f1438eb320e281b71280eb65e1d1f08c68339598b72520d8e12e3f12d9,3,same_label_duplicate,train_101460
train_003550,735c1d0719b0213dc4b9ed10ef4c6750b3b2541be5a3ed69d6f7291b9900c068,1,same_label_duplicate,train_003512
train_090955,73ee8775239a4d55c1b3a7e03c1150e09dfdf6ae5ac30a2bbff12712307a8e54,3,same_label_duplicate,train_090102
train_068708,7478b11cd8c7362dc0103794796b826218ca4596ff6f677531e453cf2d3e8346,3,same_label_duplicate,train_066753
train_007850,74ec6a276dc0a2b7f199a749e6bc3feecd93e2e85c0cc6a4836493a44467310b,2,conflicting_label_duplicate,
train_007870,74ec6a276dc0a2b7f199a749e6bc3feecd93e2e85c0cc6a4836493a44467310b,3,conflicting_label_duplicate,
train_006388,77626e89c4333708d0e427dafd34105612b1462f2e9806e9784ebaa4517ef5af,3,same_label_duplicate,train_004024
train_093254,7a08695885ca26413f1272c3f1032bb5365f0f69d16fc2372b7f69fe879f9bab,2,conflicting_label_duplicate,
train_093557,7a08695885ca26413f1272c3f1032bb5365f0f69d16fc2372b7f69fe879f9bab,3,conflicting_label_duplicate,
train_054396,7b1c97c44feefbbb5c571a204ba5d29d5ee908cc434c45026f5a0b2df814cf17,3,same_label_duplicate,train_053724
train_039632,7c55486cc6d59fe56e1bcf5e825139f01fecc5116cf6cefce4467723a66180c6,0,same_label_duplicate,train_039624
train_001495,7fb64573fef1124b155ed086d2aa72b0f1aaaf47aa37a844c715463faba6814b,2,same_label_duplicate,train_001397
train_001965,7ff3ff7d40a41d947da9d7ac71276010d72de567ecb19bbef1f0d228e7987401,0,same_label_duplicate,train_001935
train_117520,800fb9ef78210fa8d9eddbe270a489a9b78aa22d6075fd597df60db5160880ca,2,conflicting_label_duplicate,
train_117538,800fb9ef78210fa8d9eddbe270a489a9b78aa22d6075fd597df60db5160880ca,3,conflicting_label_duplicate,
train_114421,804df274999ef032cc77d189df3b5f2081f0ee51d1ab3921e468c8236f3d1d51,3,same_label_duplicate,train_058804
train_005982,82e6b71aff573abf60e4983270053bd70b1d99392de6e8ebc45e878a76727a60,2,same_label_duplicate,train_004551
train_085355,83346d6428ae65ef90874afbdd515379e1363cee7c7fb49a400932b85b93b9af,1,same_label_duplicate,train_085323
train_095886,867430a3ce140cd22534b680bf503c7e315920ae741404d3b9c1b5e26ffa914d,1,same_label_duplicate,train_095871
train_092069,877eef55bf1631ee0c958bb96ff247db8bc626f536a542e31b8dc0b4c77e6a08,3,conflicting_label_duplicate,
train_092077,877eef55bf1631ee0c958bb96ff247db8bc626f536a542e31b8dc0b4c77e6a08,0,conflicting_label_duplicate,
train_111371,87f3775990a40d13bbc9423c01fd415736b2e47b3ddf45ed10ce785517b1fa1d,2,same_label_duplicate,train_111184
train_003071,8809d0280b3bf5ec87469f7c7c08a245fd31e24c607e15e476f07b9d2d019657,0,same_label_duplicate,train_003042
train_086609,8886baeac4d5cd838e3d1f4f146dca5d195f7bf61b4ca72006edf10172cefe79,1,same_label_duplicate,train_086533
train_107780,894f79d400158277b974dcfc31924ef410dcd033d637bfbb2bb835aea0281c3c,2,same_label_duplicate,train_107706
train_003547,89cc8454a6a3e060536a643608c2160d73d45281cad2fb5401eedf1e1ac453d1,2,conflicting_label_duplicate,
train_004019,89cc8454a6a3e060536a643608c2160d73d45281cad2fb5401eedf1e1ac453d1,3,conflicting_label_duplicate,
train_061449,89d9ea5653c289bad8c3c50ddd6162de0ecf55ae64c528ee3f5e8bc0579d3ba8,3,same_label_duplicate,train_003788
train_006945,8aaf0194dde69e3ce5c643448ecb4d1256a411a3889f9ffd9a026b3a9b4d4ed3,3,conflicting_label_duplicate,
train_006965,8aaf0194dde69e3ce5c643448ecb4d1256a411a3889f9ffd9a026b3a9b4d4ed3,2,conflicting_label_duplicate,
train_100736,8da20c3698aa94e8cc74b1fb12554eec705374c0afacdb56c929370a8dd610fc,3,same_label_duplicate,train_100705
train_003453,8de49c90ad1bc87ba2172534e8781f3c50e7b3067771f9aa0dc85cdecf38a643,2,same_label_duplicate,train_002163
train_030083,8df8a380a5dfd018d4b4c325f292f31ae705b7fe36d6390bc266d1861466f482,2,conflicting_label_duplicate,
train_030742,8df8a380a5dfd018d4b4c325f292f31ae705b7fe36d6390bc266d1861466f482,3,conflicting_label_duplicate,
train_073971,8f98899b53cf2a1f1994742d717e8f02c2a906ebb763ed05d6f470fe7ae5b381,2,same_label_duplicate,train_073939
train_114445,90bd64a5172385f596e22776bfd95dc9c66e00ead4e0ed94a8666c5f69932347,3,same_label_duplicate,train_114130
train_005876,916f5f6c2f4621f0307c12f4ed88d4ce0eb3c9e091083b5bf832eea9adcb2c03,3,same_label_duplicate,train_005505
train_005795,917c6b2a875e09f5e41ab606924138b9ac1b53e8a554c9b95b3988434d35f4af,3,same_label_duplicate,train_004858
train_041859,924793b8b3b1fd9164ef647c11ca25935616d6b3b5afb110a729374bfd54e9dc,2,same_label_duplicate,train_041816
train_039718,931e4420186a6e01405ff6b52dff155cf6c378e4ee5b92ee3e5efe1bc5abf937,0,same_label_duplicate,train_039462
train_062518,9531df4eeb09dfad3dcae30784160b77acd6f805703ab53931c88f9f9ec2d38f,2,same_label_duplicate,train_062422
train_106545,95405886bfb6b5ada8f0b1f3f6e353d6365a0debaa16b08253f3fef06447595e,1,same_label_duplicate,train_106405
train_111068,959931cb7b314c4a4de5edf23e1175ea70d3785380d7af5361eee9b94b3bbfa1,2,same_label_duplicate,train_110949
train_092108,969b821499a4f4e9fa5cd7b495a94f65e61580dd819d6b7f829802e1d3d51430,2,same_label_duplicate,train_092094
train_117080,971b92cd422844972515df12ae77f916cc942427b11df50178d0fa0068e7740d,3,same_label_duplicate,train_117072
train_108833,9baa9d49f03a397d1fd57457175922870be9c1a7560cbf071c2a6cc8803017d9,2,same_label_duplicate,train_083858
train_002218,9ca9d21059612f624db28eaeebe1cdeb5ca69fead5f9bcd3c3e034be5a9f2f7f,2,same_label_duplicate,train_002111
train_106093,9d59e8ba0ceb59c088f0bea00ec7188f0936975ce601a03b27cd3bed2a575693,1,same_label_duplicate,train_106087
train_003201,9d6db233daa474440e06cc2c9aa436a52bc1971d5940554d338f8d2f8df29a9c,1,same_label_duplicate,train_003183
train_078596,9f19229b99cbb9d987b9e4abccc83e0d93594f7da4c047328c9b311d430b8491,3,same_label_duplicate,train_076354
train_083759,a14609247c5c7ddb086eeba728929a14ed39333d35cc8e30c6a6c408483d2708,1,same_label_duplicate,train_083268
train_003956,a183e7b2ef42ce0bc521f55a9ce20d58f9e2aa3123de8d00052a3d2e68f0b0e1,1,same_label_duplicate,train_003940
train_051598,a29a3c413c4a517054a1dad015942658d9dfdfbf40ee9966cfc96ad3b1cbcbe9,1,same_label_duplicate,train_051363
train_001686,a38254e5aed709383b8d4117380cc6b3f712fb44c009f75a04d20c46e03f0701,3,same_label_duplicate,train_001673
train_073600,a3a544b2584125f789acef0f7f4eccb7e32694a99e48f61a9d92cfd570139b5c,3,same_label_duplicate,train_073175
train_047841,a44aa8549cda279cc675bf41f1715fae6ad6ea8be62149b55b7cc0e50cf5f4ae,1,same_label_duplicate,train_047827
train_012461,a5b797866c637d306abbc0cc71e8e443ac924992fb6bcfb0d9b95e396397b46c,2,conflicting_label_duplicate,
train_012462,a5b797866c637d306abbc0cc71e8e443ac924992fb6bcfb0d9b95e396397b46c,3,conflicting_label_duplicate,
train_001488,a894cd872f481ac7447b54a3ee6c672a091651943bfc7a91fc2a4509fe913b55,2,same_label_duplicate,train_001429
train_054352,a92787f84c08f9e2f8d69cdfc07426bd3a3a508e879e046f4f7aa5e77927d43d,3,same_label_duplicate,train_053622
train_095225,a9960e5c25f2b4329290f20e3e65a4abeb42fe428e038f11378a4990b08f0968,3,same_label_duplicate,train_095120
train_089438,a9c4df8096093b0f95b3b2e82d25dc3efa81c6166d9e3875451b78b1e4fb3443,1,same_label_duplicate,train_089184
train_053305,adae548e68ea56594be7d08e7d1d16db589807e09842adbd98897752d8b1cb19,2,same_label_duplicate,train_052588
train_045305,b03ffd2f27d97bc3cc4e5b76cd1307f739177ebf3f2efc2aa518187bb730362e,3,same_label_duplicate,train_044003
train_047584,b32a3a7a85b50e4c23beb79b555a7b97cc66953cae9cdacd02d3eeb799f41011,3,conflicting_label_duplicate,
train_047585,b32a3a7a85b50e4c23beb79b555a7b97cc66953cae9cdacd02d3eeb799f41011,2,conflicting_label_duplicate,
train_005424,b375af3859ddcd73fb31a0ce477fb7ba43f7ba2a6d97f7258150a7da76ee6adf,3,same_label_duplicate,train_005314
train_099561,b37a90e53d5cdf60e47c5a2d76c0749a97991c86ceef48dac1421e3e15badbd3,2,conflicting_label_duplicate,
train_099976,b37a90e53d5cdf60e47c5a2d76c0749a97991c86ceef48dac1421e3e15badbd3,3,conflicting_label_duplicate,
train_052301,b38488d4425a423a1b3e4ae37e1fb12dc095108c26e62d052ab3306d0d9ff2a8,3,same_label_duplicate,train_052279
train_053903,b3cf82e7fca100d09f1554bd866dabe640adca6dafc2899f19461afb7797e5a4,1,same_label_duplicate,train_053876
train_006380,b4cc235441edad704cde3c5541c76d6104cfaa5c9804d76a3874e4a39d1e6be1,3,same_label_duplicate,train_004860
train_048750,b5859abeef64f700d4f0166e87b35c691744c601f1356ce6c8a67acd87cdc1e0,2,same_label_duplicate,train_048037
train_025670,b65b12b4704af7996d969c601ce8b04a0406792059606d67e111f4927115cfff,3,same_label_duplicate,train_024410
train_043895,b668a63e8e94a7df1d059a4a5393f0b1dcb5d0d06a73022024d3b4230a496eac,0,same_label_duplicate,train_043823
train_048230,b6f04245ba92cd229b3971816407ee1d4af5d04870b83c6dce8f17ed4158814a,3,same_label_duplicate,train_045137
train_067231,b70b70f11b9892ea63af579e9a3c959f69340eba3d1ce46c761d05d16f887287,2,conflicting_label_duplicate,
train_067242,b70b70f11b9892ea63af579e9a3c959f69340eba3d1ce46c761d05d16f887287,3,conflicting_label_duplicate,
train_005343,b83364eb157a4542789e773626c14a5f0827cdb3ec8fb68fa099ac4b14ad99c2,0,same_label_duplicate,train_005309
train_001568,b98f8d0767448f1a9065a1c483323e57b8014ef01af1805b46e1f8d0e0250a24,0,same_label_duplicate,train_001552
train_044637,b9f7a75f326ceaf8c3c387aed76705b03db95fe2451995cf13a1f9021cb412b4,3,same_label_duplicate,train_044278
train_071443,bab743266831c572faa108e557286f39a8a95f7e48246bfe2a8d16b452c68edf,3,same_label_duplicate,train_067915
train_014560,bcf90fa8dd6e3d73c541e648b9dc319a12fbb5790e6ec2485e38de99f49c8c45,2,same_label_duplicate,train_014212
train_006076,be79650ac311922770c5418d398b6240dfb088ef3faa939c4f7d93bc6007787d,2,same_label_duplicate,train_004526
train_063329,bece663253cbd003925931858fac612b36260041fe4f8adf90456a80795560ab,3,same_label_duplicate,train_062602
train_024715,c15b40e72bf918847e52c9f508da182bf96a32b598bb21d7130ecebb0df69abc,1,same_label_duplicate,train_024681
train_005696,c22d4d4a48d14c18ddd2059c6708af9dd24db6b4811aa6fbaf976fb38efd88e1,3,same_label_duplicate,train_005499
train_021315,c3284f15567f7eab44e88e72f4ff8e7ccdf2b5a4df0d3141b6d0c55db5bded3e,0,conflicting_label_duplicate,
train_022570,c3284f15567f7eab44e88e72f4ff8e7ccdf2b5a4df0d3141b6d0c55db5bded3e,2,conflicting_label_duplicate,
train_025955,c35871c5ceb1f7a32c19628f01aaaaa6a9fa6e25efb3bd6d30b7d58ee048762f,0,same_label_duplicate,train_025847
train_032212,c450f2f4603e58ee7fb249835b0677e6123d40c90d47950ff60eb78e87abfc56,1,same_label_duplicate,train_032100
